ID,Language_ID,Parameter_ID,Value,Code_ID,Comment,Source,Contactset_ID,Respondent
set23-DTR0aN1,set23-F,DTR0aN1,2020,,,,set23,Veronika Zikmundová & Kicengge (Chengzhi)
set24-DTR0aN0,set24-F,DTR0aN0,1880,,,,set24,Cristina Messineo & Paola Cúneo & Agustina Paredes & Nicolás Brid & Ana Blanco
set24-DTR0aN1,set24-F,DTR0aN1,2020,,,,set24,Cristina Messineo & Paola Cúneo & Agustina Paredes & Nicolás Brid & Ana Blanco
set25-DTR0aN0,set25-F,DTR0aN0,0,,,,set25,María Belén Carpio & Marcela Mendoza
set25-DTR0aN1,set25-F,DTR0aN1,2020,,,,set25,María Belén Carpio & Marcela Mendoza
set27-DTR0aN0,set27-F,DTR0aN0,1900,,,,set27,Dineke Schokkin
set27-DTR0aN1,set27-F,DTR0aN1,2020,,,,set27,Dineke Schokkin
set29-DTR0aN0,set29-F,DTR0aN0,1500,,,,set29,Jill Vaughan
set29-DTR0aN1,set29-F,DTR0aN1,2020,,,,set29,Jill Vaughan
set30-DTR0aN0,set30-F,DTR0aN0,1000,,,,set30,Richard Kowalik
set30-DTR0aN1,set30-F,DTR0aN1,2020,,,,set30,Richard Kowalik
set31-DTR0aN0,set31-F,DTR0aN0,1200,,,,set31,Sonal Kulkarni-Joshi
set31-DTR0aN1,set31-F,DTR0aN1,2020,,,,set31,Sonal Kulkarni-Joshi
set32-DTR0aN0,set32-F,DTR0aN0,1000,,,,set32,Hannah Haynie
set32-DTR0aN1,set32-F,DTR0aN1,2020,,,,set32,Hannah Haynie
set33-DTR0aN0,set33-F,DTR0aN0,-1050,,,,set33,Anna Berge
set33-DTR0aN1,set33-F,DTR0aN1,-450,,,,set33,Anna Berge
set01-DTR0b,set01-F,DTR0b,Late 18th century until recently,,,,set01,Hank Nater
set02-DTR0b,set02-F,DTR0b,since the 11th century,,,,set02,Mathias Jenny
set03-DTR0b,set03-F,DTR0b,Recent increase of W. people engaged in trade in K. (in the last couple of years due to political problems that forced W. to leave Hawassa and Shashemane).,,,,set03,Yvonne Treis & Deginet Wotango Doyiso
set04-DTR0b,set04-F,DTR0b,The present-day,,,,set04,Hannah Gibson & Maarten Mous
set05-DTR0b,set05-F,DTR0b,"Late-19th century to early 20th century. Bougainville was colonised before this, in around 1884, but European plantations weren't established there until 1908. Before the arrival of Europeans, Papapana speakers mostly only had contact with their neighbouring Rotokas speakers for trade and intermarriage.",,,,set05,Ellen Smith-Dennis
set06a-DTR0b,set06a-F,DTR0b,"Probably between 1200 and 1900, but it is still ongoing.",,,,set06a,Joseph M Brincat
set07-DTR0b,set07-F,DTR0b,B,,,,set07,Admire Phiri
set08-DTR0b,set08-F,DTR0b,"The last seventy years, from 1950, when intertribal warfare was brought to an end by the national administration and interaction between the two peoples became much safer than previously. ",,,,set08,Ross Bowden
set09-DTR0b,set09-F,DTR0b,Ca. 1980-present,,"The first paved road connecting Tabelbala to the rest of the country was built around 1980, reducing the time taken to get to any other settlement from 3 days to a few hours.",,set09,Lameen Souag
set10-DTR0b,set10-F,DTR0b,Intensive trading relations involving s and Macro-Neighbour speakers must have occurred for at least 100 years.,,,,set10,Anonymous
set11-DTR0b,set11-F,DTR0b,No information available,,,,set11,Alexander Cobbinah
set12-DTR0b,set12-F,DTR0b,See KN2 [QID: DKN0a],,,,set12,Saloumeh Gholami in cooperation with Mahîr Dogan
set13-DTR0b,set13-F,DTR0b,"Definitely, pre-colonial, i.e., before 1938, but with the advent of mining in 1990 more Hewa now come to the Ipili area. With colonialism, the Ipili and Hewa both had violent encounters with Australian colonial patrols. For the Ipili, colonialism brought road building in the higher altitudes of the valley which drew them away from the Lagaip River (the boundary between the Ipili and Hewa). As well, climate change has shifted the altitude at which Anopheles mosquitos are found, and the Ipili have moved upward to avoid malaria. So while it seems that there was more interaction in the past, especially pre-1938 and before, the mining situation has brought more Hewa, but not really for trade, it seems more from Hewa curiosity.",,"Definitely, pre-colonial, i.e., before 1938, but with the advent of mining in 1990 more Hewa now come to the Ipili area. With colonialism, the Ipili and Hewa both had violent encounters with Australian colonial patrols. For the Ipili, colonialism brought road building in the higher altitudes of the valley which drew them away from the Lagaip River (the boundary between the Ipili and Hewa). As well, climate change has shifted the altitude at which Anopheles mosquitos are found, and the Ipili have moved upward to avoid malaria. So while it seems that there was more interaction in the past, especially pre-1938 and before, the mining situation has brought more Hewa, but not really for trade, it seems more from Hewa curiosity.",,set13,Jerry K. Jacka
set14-DTR0b,set14-F,DTR0b,1980-2020,,,,set14,Ana María Ospina Bozzi
set15-DTR0b,set15-F,DTR0b,1990-2021,,Improved road transport during the last decades means more opportunities for trade.,,set15,Bruno Olsson
set16-DTR0b,set16-F,DTR0b,the present and recent past (ca. 1800-2000),,"For reasons of conservativeness and given how little we know about them for prehistory, we are again inclined to assume that it is the recent past and the present in which such activities are most intense.",,set16,Katja Hannß
set17-DTR0b,set17-F,DTR0b,Approximately since 1950.,,,,set17,Rosnátaly Avelino
set18-DTR0b,set18-F,DTR0b,1600-1800,,,,set18,Ruth Singer
set19-DTR0b,set19-F,DTR0b,"Trade-based contact exclusively with the Adang and few other groups was more significant in the past. Nowadays there are many opportunities for the Alorese to interact in trade with the Adang, but also with many other ethnic groups because of better road connections. So, we could say that trade has always been significant for the interactions between the Alorese and the Adang.",,,,set19,Francesca Moro & Yunus Sulistyono
set20-DTR0b,set20-F,DTR0b,Since 50s of the last centuries.,,From this time their dispersal made them reside in the nearby places of the neighbouring community like the Bengali and/or in the same village.,,set20,Arun Ghosh
set21-DTR0b,set21-F,DTR0b,Approx. 500 years,,,,set21,Georg Ziegelmeyer
set22-DTR0b,set22-F,DTR0b,From at least 70 years ago up until the present.,,,,set22,Elizabeth Hall
set23-DTR0b,set23-F,DTR0b,1764 - ca. 1860s (ca. 100 years),,"During this period Sibe have mainly traded with Uighur and Kazakh. Since 1860 trade with other groups (Chinese, Russian) increased. At present, Sibe have still been trading with all the neighboring groups.",,set23,Veronika Zikmundová & Kicengge (Chengzhi)
set24-DTR0b,set24-F,DTR0b,From 1920 to the present.,,"Most opportunities for interaction in trade were intesified in the following times: 
1920: second expansion of the sugar industry and boom of the cotton industry in the east of Chaco (Gordillo 2006).
1950/60: migrations to peripheral urban zones, first within the Chaco region and later in Buenos Aires, La Plata and Rosario. Since 1990 to the present: sale of handcrafts (baskets, pottery, fabrics, bows and arrows, necklaces) in different commercialization contexts.",,set24,Cristina Messineo & Paola Cúneo & Agustina Paredes & Nicolás Brid & Ana Blanco
set25-DTR0b,set25-F,DTR0b,"We presume that there were many opportunities for interaction in trade in earlier centuries, but, in the time frame that we are focusing on, we would say the first half of the 20th Century.",,,,set25,María Belén Carpio & Marcela Mendoza
set27-DTR0b,set27-F,DTR0b,The present day.,,,,set27,Dineke Schokkin
set28-DTR0b,set28-F,DTR0b,?,,,,set28,Eri Kashima & Dineke Schokkin
set29-DTR0b,set29-F,DTR0b,1600-1800. To capture pre-colonial trade have chosen a large stretch of time leading up to the colonial era,,,,set29,Jill Vaughan
set30-DTR0b,set30-F,DTR0b,"The Middle Ages (pre-Christianization, cf. Kusmenko 2010).",,"It is difficult to classify the current exchange between South Saami and Norwegian/Swedish in the national states Sweden and Norway, in one of which all South Saami are a citizen, as ""trade"".",,set30,Richard Kowalik
set31-DTR0b,set31-F,DTR0b,The largest number of people interacted for trade until about twenty years ago. The lower caste Marathi-speakers are increasingly relying on education and salaried jobs (often outside Kupwar) for better financial prospects.,,,,set31,Sonal Kulkarni-Joshi
set32-DTR0b,set32-F,DTR0b,1850-1900,,The best documented period of trade between these groups with the least disruption by colonial economic activities was the second half of the 19th century.,,set32,Hannah Haynie
set33-DTR0b,set33-F,DTR0b,"prior to 1500 BP, any time between 3000-1500 BP.",,This is based on the archaeology.,,set33,Anna Berge
set34-DTR0b,set34-F,DTR0b,?,,,,set34,Erika Sandman
set01-DTR0bN0,set01-F,DTR0bN0,1780,,,,set01,Hank Nater
set01-DTR0bN1,set01-F,DTR0bN1,2020,,,,set01,Hank Nater
set02-DTR0bN0,set02-F,DTR0bN0,1000,,,,set02,Mathias Jenny
set02-DTR0bN1,set02-F,DTR0bN1,2020,,,,set02,Mathias Jenny
set03-DTR0bN0,set03-F,DTR0bN0,2019,,,,set03,Yvonne Treis & Deginet Wotango Doyiso
set03-DTR0bN1,set03-F,DTR0bN1,2020,,,,set03,Yvonne Treis & Deginet Wotango Doyiso
set04-DTR0bN0,set04-F,DTR0bN0,2000,,,,set04,Hannah Gibson & Maarten Mous
set04-DTR0bN1,set04-F,DTR0bN1,2020,,,,set04,Hannah Gibson & Maarten Mous
set05-DTR0bN0,set05-F,DTR0bN0,1890,,,,set05,Ellen Smith-Dennis
set05-DTR0bN1,set05-F,DTR0bN1,1915,,,,set05,Ellen Smith-Dennis
set06a-DTR0bN0,set06a-F,DTR0bN0,1200,,,,set06a,Joseph M Brincat
set06a-DTR0bN1,set06a-F,DTR0bN1,2020,,,,set06a,Joseph M Brincat
set07-DTR0bN0,set07-F,DTR0bN0,1930,,,,set07,Admire Phiri
set07-DTR0bN1,set07-F,DTR0bN1,2020,,,,set07,Admire Phiri
set08-DTR0bN0,set08-F,DTR0bN0,1950,,,,set08,Ross Bowden
set08-DTR0bN1,set08-F,DTR0bN1,2020,,,,set08,Ross Bowden
set09-DTR0bN0,set09-F,DTR0bN0,1980,,,,set09,Lameen Souag
set09-DTR0bN1,set09-F,DTR0bN1,2020,,,,set09,Lameen Souag
set10-DTR0bN0,set10-F,DTR0bN0,1900,,,,set10,Anonymous
set10-DTR0bN1,set10-F,DTR0bN1,2020,,,,set10,Anonymous
set11-DTR0bN0,set11-F,DTR0bN0,1500,,"[Given the response that “no information is available, we have copied the estimated overall contact period OT1N]",,set11,Alexander Cobbinah
set11-DTR0bN1,set11-F,DTR0bN1,2020,,"[Given the response that “no information is available, we have copied the estimated overall contact period OT1N]",,set11,Alexander Cobbinah
set12-DTR0bN0,set12-F,DTR0bN0,1000,,,,set12,Saloumeh Gholami in cooperation with Mahîr Dogan
set12-DTR0bN1,set12-F,DTR0bN1,2020,,,,set12,Saloumeh Gholami in cooperation with Mahîr Dogan
set13-DTR0bN0,set13-F,DTR0bN0,1520,,,,set13,Jerry K. Jacka
set13-DTR0bN1,set13-F,DTR0bN1,1938,,,,set13,Jerry K. Jacka
set14-DTR0bN0,set14-F,DTR0bN0,1980,,,,set14,Ana María Ospina Bozzi
set14-DTR0bN1,set14-F,DTR0bN1,2020,,,,set14,Ana María Ospina Bozzi
set15-DTR0bN0,set15-F,DTR0bN0,1990,,,,set15,Bruno Olsson
set15-DTR0bN1,set15-F,DTR0bN1,2021,,,,set15,Bruno Olsson
set16-DTR0bN0,set16-F,DTR0bN0,1800,,[Contact still ongoing today],,set16,Katja Hannß
set16-DTR0bN1,set16-F,DTR0bN1,2020,,[Contact still ongoing today],,set16,Katja Hannß
set17-DTR0bN0,set17-F,DTR0bN0,1950,,,,set17,Rosnátaly Avelino
set17-DTR0bN1,set17-F,DTR0bN1,2020,,,,set17,Rosnátaly Avelino
set18-DTR0bN0,set18-F,DTR0bN0,1600,,,,set18,Ruth Singer
set18-DTR0bN1,set18-F,DTR0bN1,1800,,,,set18,Ruth Singer
set19-DTR0bN0,set19-F,DTR0bN0,1550,,,,set19,Francesca Moro & Yunus Sulistyono
set19-DTR0bN1,set19-F,DTR0bN1,2020,,,,set19,Francesca Moro & Yunus Sulistyono
set20-DTR0bN0,set20-F,DTR0bN0,1950,,,,set20,Arun Ghosh
set20-DTR0bN1,set20-F,DTR0bN1,2020,,,,set20,Arun Ghosh
set21-DTR0bN0,set21-F,DTR0bN0,1500,,,,set21,Georg Ziegelmeyer
set21-DTR0bN1,set21-F,DTR0bN1,2020,,,,set21,Georg Ziegelmeyer
set22-DTR0bN0,set22-F,DTR0bN0,1950,,,,set22,Elizabeth Hall
set22-DTR0bN1,set22-F,DTR0bN1,2020,,,,set22,Elizabeth Hall
set23-DTR0bN0,set23-F,DTR0bN0,1764,,,,set23,Veronika Zikmundová & Kicengge (Chengzhi)
set23-DTR0bN1,set23-F,DTR0bN1,1860,,,,set23,Veronika Zikmundová & Kicengge (Chengzhi)
set24-DTR0bN0,set24-F,DTR0bN0,1920,,,,set24,Cristina Messineo & Paola Cúneo & Agustina Paredes & Nicolás Brid & Ana Blanco
set24-DTR0bN1,set24-F,DTR0bN1,2020,,,,set24,Cristina Messineo & Paola Cúneo & Agustina Paredes & Nicolás Brid & Ana Blanco
set25-DTR0bN0,set25-F,DTR0bN0,1900,,,,set25,María Belén Carpio & Marcela Mendoza
set25-DTR0bN1,set25-F,DTR0bN1,1950,,,,set25,María Belén Carpio & Marcela Mendoza
set27-DTR0bN0,set27-F,DTR0bN0,1900,,,,set27,Dineke Schokkin
set27-DTR0bN1,set27-F,DTR0bN1,2020,,,,set27,Dineke Schokkin
set29-DTR0bN0,set29-F,DTR0bN0,1600,,,,set29,Jill Vaughan
set29-DTR0bN1,set29-F,DTR0bN1,1800,,,,set29,Jill Vaughan
set30-DTR0bN0,set30-F,DTR0bN0,1000,,,,set30,Richard Kowalik
set30-DTR0bN1,set30-F,DTR0bN1,2020,,,,set30,Richard Kowalik
set31-DTR0bN0,set31-F,DTR0bN0,1200,,,,set31,Sonal Kulkarni-Joshi
set31-DTR0bN1,set31-F,DTR0bN1,2020,,,,set31,Sonal Kulkarni-Joshi
set32-DTR0bN0,set32-F,DTR0bN0,1850,,,,set32,Hannah Haynie
set32-DTR0bN1,set32-F,DTR0bN1,1900,,,,set32,Hannah Haynie
set33-DTR0bN0,set33-F,DTR0bN0,-1050,,,,set33,Anna Berge
set33-DTR0bN1,set33-F,DTR0bN1,-450,,,,set33,Anna Berge
set01-DTR10,set01-F,DTR10,?,,,,set01,Hank Nater
set02-DTR10,set02-F,DTR10,?,,,,set02,Mathias Jenny
set03-DTR10,set03-F,DTR10,Poorly,DTR10-4,,,set03,Yvonne Treis & Deginet Wotango Doyiso
set04-DTR10,set04-F,DTR10,Very poorly,DTR10-5,,,set04,Hannah Gibson & Maarten Mous
set05-DTR10,set05-F,DTR10,B,DTR10-B,I don't know but in 2011-2013 14% of Papapana speakers said they spoke Rotokas. I imagine more have passive understanding.,,set05,Ellen Smith-Dennis
set06a-DTR10,set06a-F,DTR10,?,,,,set06a,Joseph M Brincat
set07-DTR10,set07-F,DTR10,?,,,,set07,Admire Phiri
set08-DTR10,set08-F,DTR10,Somewhat,DTR10-3,Men well. Women not at all.,,set08,Ross Bowden
set09-DTR10,set09-F,DTR10,Very well,DTR10-1,,,set09,Lameen Souag
set10-DTR10,set10-F,DTR10,Very well,DTR10-1,,,set10,Anonymous
set11-DTR10,set11-F,DTR10,?,,,,set11,Alexander Cobbinah
set12-DTR10,set12-F,DTR10,Very well,DTR10-1,,,set12,Saloumeh Gholami in cooperation with Mahîr Dogan
set13-DTR10,set13-F,DTR10,?,,,,set13,Jerry K. Jacka
set14-DTR10,set14-F,DTR10,Well,DTR10-2,,,set14,Ana María Ospina Bozzi
set15-DTR10,set15-F,DTR10,Very poorly,DTR10-5,,,set15,Bruno Olsson
set16-DTR10,set16-F,DTR10,Well,DTR10-2,"Active competence is mainly restricted to the elderly people but I suppose that even among younger people (roughly 35 years and older), passive competence may still be there, even though they may lack speaking abilities. My impression is that only people below the age of 30/35 years do not even understand Aymara any more.",,set16,Katja Hannß
set17-DTR10,set17-F,DTR10,Very well,DTR10-1,,,set17,Rosnátaly Avelino
set18-DTR10,set18-F,DTR10,Somewhat,DTR10-3,"Among Mawng people there would have been a full range from those with no understanding of Kunbarlang, to those with full receptive competence and partial competence.",,set18,Ruth Singer
set19-DTR10,set19-F,DTR10,?,,,,set19,Francesca Moro & Yunus Sulistyono
set20-DTR10,set20-F,DTR10,Well,DTR10-2,In a state like West Bengal where 90% of the population are Bengali speaking it is obvious that the minority communities like the Santals have to interact with the Bengali outside their home domain. Acquaintance with the Bengali builds up from early stage. Hence comprehension in Bengali is well.,,set20,Arun Ghosh
